id,book_id,books_count,authors,original_title,title,language_code,original_publication_year
7489,95619,21,Francine Rivers,And the Shofar Blew,And the Shofar Blew,eng,2003
7490,31357,44,Orson Scott Card,Prentice Alvin (Tales of Alvin Maker #3),"Prentice Alvin (Tales of Alvin Maker, #3)",en-US,1989
7491,97875,38,Alexander McCall Smith,44 Scotland Street,"44 Scotland Street (44 Scotland Street, #1)",eng,2005
7492,268275,59,Sandra Brown,Chill Factor,Chill Factor,en-US,2005
7493,2108198,37,"Neil Gaiman, Mark Buckingham",Odd and the Frost Giants,Odd and the Frost Giants,eng,2008
7494,17726978,12,Mark  Edwards,,The Magpies,eng,2013
7495,669780,67,"Tayeb Salih, Denys Johnson-Davies",موسم الهجرة إلى الشمال,Season of Migration to the North,eng,1966
7496,24100,96,Doris Lessing,The Golden Notebook,The Golden Notebook,en-US,1962
7498,29923,19,Jeff Shaara,The Last Full Measure,"The Last Full Measure (The Civil War Trilogy, #3)",eng,1991
7501,17768,69,Patrick O'Brian,Post Captain,"Post Captain (Aubrey/Maturin, #2)",en-US,1972
7502,2208744,9,Jessica Day George,"Dragon Flight (Dragon Slippers, #2)","Dragon Flight (Dragon Slippers, #2)",en-US,2008
7503,730501,193,Susan Coolidge,What Katy Did,"What Katy Did (Carr Family, #1)",eng,1872
7504,766917,24,Robert McCloskey,Homer Price,Homer Price (A Puffin Book),eng,1942
7505,153782,14,Tamora Pierce,Shatterglass,"Shatterglass (The Circle Opens, #4)",eng,2003
7506,18878,13,David Eddings,The Belgariad: Part One - Pawn of Prophecy / Queen of Sorcery / Magician's Gambit,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",eng,1982
7507,359194,39,Philip G. Zimbardo,The Lucifer Effect: Understanding How Good People Turn Evil,The Lucifer Effect: Understanding How Good People Turn Evil,eng,2007
7508,6606456,29,Nancy Pickard,The Scent of Rain and Lightning,The Scent of Rain and Lightning,eng,2010
7509,361081,47,"Clive Cussler, Michael Pritchard",Pacific Vortex!,"Pacific Vortex! (Dirk Pitt, #1)",eng,1983
7510,17835766,24,Abbi Glines,One More Chance,"One More Chance (Rosemary Beach, #8; Chance, #2)",eng,2014
7511,23197269,24,Kim Stanley Robinson,Aurora,Aurora,eng,2015
7512,238137,56,J.D. Robb,Purity in Death,"Purity in Death (In Death, #15)",eng,2002
7513,116343,59,Mary  Stewart,The Hollow Hills,"The Hollow Hills (Arthurian Saga, #2)",eng,1973
7514,303454,13,Margaret Peterson Haddix,"Among the Brave (Shadow Children, #5)","Among the Brave (Shadow Children, #5)",en-US,2004
7515,43081,25,"Rusty Young, Thomas McFadden","Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail","Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",eng,2003
7516,1025039,8,Fuyumi Soryo,マース (Mars) #1,"Mars, Volume 01",eng,1996
7517,5553,39,Richard Feynman,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,eng,1962
7521,194479,32,"Marv Wolfman, George Pérez",Crisis on Infinite Earths,Crisis on Infinite Earths,en-US,1985
7522,24807,14,John Hodgman,The Areas of My Expertise,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,en-US,2005
7523,31538647,18,J.K. Rowling,Hogwarts: An Incomplete and Unreliable Guide,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",eng,2016
7524,19314,96,"Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",Ronja Rövardotter,"Ronia, the Robber's Daughter",eng,1981
7525,7189177,56,Kathy Reichs,Spider Bones,"Spider Bones (Temperance Brennan, #13)",eng,2010
7526,235127,20,Andrew Clements,No Talking,No Talking,eng,2007
7527,23602504,62,"Jo Nesbø, Neil Smith",Blod på snø,"Blood on Snow (Blood on Snow, #1)",eng,2014
7528,13282015,15,Elisabeth Naughton,Wait for Me,"Wait for Me (Against All Odds, #1)",eng,2011
7529,12031532,35,Tan Twan Eng,The Garden of Evening Mists,The Garden of Evening Mists,eng,2011
7530,16066586,17,Natasha Preston,,"The Cellar (The Cellar, #1)",eng,2014
7531,696177,10,Arina Tanemura,紳士同盟† 1,"The Gentlemen's Alliance †, Vol. 1",eng,2005
7532,18775203,19,Alice Clayton,,"Rusty Nailed (Cocktail, #2)",eng,2014
7533,94813,26,Christine Feehan,Dark Guardian,"Dark Guardian (Dark, #9)",en-US,2002
7534,8492,18,Frank E. Peretti,Prophet,Prophet,en-US,1992
7535,18602341,16,Danielle  Paige,The Wicked Will Rise,"The Wicked Will Rise (Dorothy Must Die, #2)",eng,2015
7536,313263,30,Christine Feehan,Dark Fire,"Dark Fire (Dark, #6)",eng,2001
7537,20613761,12,Claudia Rankine,Citizen: An American Lyric,Citizen: An American Lyric,eng,2014
7538,16387,1,P.G. Wodehouse,"Carry On, Jeeves","Carry on, Jeeves (Jeeves, #3)",eng,1925
7539,1809175,50,"Sarah Prineas, Antonio Javier Caparo",The Magic Thief,"The Magic Thief (Magic Thief, #1)",eng,2008
7541,56353,13,Rosalind Miles,"I, Elizabeth","I, Elizabeth",en-US,1992
7542,22009741,33,Marian Keyes,The Woman who Stole my Life,The Woman Who Stole My Life,eng,2014
7543,80834,32,Guy Delisle,Pyongyang,Pyongyang: A Journey in North Korea,eng,2003
7544,5055,95,Ken Follett,Night over Water,Night Over Water,eng,1991
7545,18775284,13,Courtney Maum,I Am Having So Much Fun Here Without You,I Am Having So Much Fun Here Without You,eng,2014
7546,22192,48,Cecily von Ziegesar,All I Want Is Everything,"All I Want is Everything (Gossip Girl, #3)",eng,2003
7550,25855506,24,Sarah Andersen,"\"Adulthood Is a Myth: A \"\"Sarah's Scribbles\"\" Collection\"","Adulthood Is a Myth (Sarah's Scribbles, #1)",eng,2016
7551,301538,27,R. Scott Bakker,The Darkness That Comes Before,"The Darkness That Comes Before (The Prince of Nothing, #1)",eng,2003
7552,7841677,20,Kristin Kimball,"The Dirty Life: On Farming, Food, and Love","The Dirty Life: On Farming, Food, and Love",eng,2010
7553,9917998,19,Jonathan Maberry,Dust & Decay,"Dust & Decay (Rot & Ruin, #2)",eng,2011
7554,13574417,13,Melissa Landers,Alienated,"Alienated (Alienated, #1)",eng,2014
7555,18806240,16,Laura Ruby,Bone Gap,Bone Gap,eng,2015
7556,52471,34,Adriana Trigiani,"Big Cherry Holler (Big Stone Gap, Book 2)","Big Cherry Holler (Big Stone Gap, #2)",eng,2001
7557,13069213,14,Marcus Samuelsson,,"Yes, Chef",eng,2012
7558,90475,54,Meg Cabot,Teen Idol,Teen Idol,en-US,2004
7559,5587960,60,Chimamanda Ngozi Adichie,The Thing Around Your Neck,The Thing Around Your Neck,eng,2009
7560,27883214,51,Stephanie Garber,Caraval,Caraval,eng,2017
7561,2179832,44,James Frey,Bright Shiny Morning,Bright Shiny Morning,eng,2008
7562,2267195,16,Kate Chopin,The Story of an Hour,The Story of an Hour,eng,1894
7563,85391,48,John Updike,Rabbit Is Rich,Rabbit Is Rich (Rabbit Angstrom #3),eng,1981
7564,12752313,14,Anna Quindlen,"Lots of Candles, Plenty of Cake","Lots of Candles, Plenty of Cake",eng,2012
7565,7531478,12,Cheryl Rainfield,Scars,Scars,en-US,2010
7566,5941079,25,Mary Kay Andrews,The Fixer Upper,The Fixer Upper,en-US,2009
7567,6688121,6,Ahmad Fuadi,Negeri 5 Menara,"Negeri 5 Menara (Negeri 5 Menara, #1)",ind,2009
7569,541920,29,Rick Atkinson,"An Army at Dawn: The War in Africa, 1942-1943","An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",eng,2002
7571,30343,52,Sandra Brown,Ricochet,Ricochet,eng,2006
7572,199530,35,Fannie Flagg,Can't Wait to Get to Heaven,Can't Wait to Get to Heaven,eng,2006
7573,8706185,38,Jo Walton,Among Others,Among Others,eng,2011
7574,238127,50,J.D. Robb,Seduction in Death,"Seduction in Death (In Death, #13)",eng,2001
7575,56616,53,James M. Cain,Double Indemnity,Double Indemnity,eng,1936
7576,490403,21,Sherrilyn Kenyon,Upon the Midnight Clear,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",eng,2007
7578,239107,25,R.A. Salvatore,,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",eng,2001
7580,9366879,7,"Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker","Bone: Quest For The Spark, Book One","Bone: Quest for the Spark, Vol. 1",eng,2009
7582,16248139,13,Dorothea Benton Frank,,The Last Original Wife,eng,2013
7583,7200351,22,Sherrilyn Kenyon,No Mercy,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",en-US,2010
7584,23363928,14,Scott  Hawkins,The Library at Mount Char,The Library at Mount Char,eng,2015
7585,551536,17,Chris d'Lacey,Fire Star,"Fire Star (The Last Dragon Chronicles, #3)",eng,2005
7588,6871737,15,Jennifer L. Holm,,Turtle in Paradise,en-US,2010
7589,68483,48,Lois McMaster Bujold,The Vor Game,"The Vor Game (Vorkosigan Saga, #6)",eng,1990
7591,20706269,31,Lauren Beukes,Broken Monsters,Broken Monsters,eng,2014
7592,11623,42,"Sylvia Plath, Karen V. Kukil",The Journals of Sylvia Plath,The Unabridged Journals of Sylvia Plath,eng,1982
7593,5986375,38,David Foster Wallace,This is Water,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",eng,2009
7596,11919,26,Kelley Armstrong,Haunted,"Haunted (Women of the Otherworld, #5)",eng,2005
7597,269386,16,Jill Conner Browne,The Sweet Potato Queens' Book of Love,The Sweet Potato Queens' Book of Love,eng,1999
7598,2964700,13,Tamora Pierce,Mastiff,"Mastiff (Beka Cooper, #3)",en-US,2011
7600,6098691,22,Laurell K. Hamilton,Divine Misdemeanors,"Divine Misdemeanors (Merry Gentry, #8)",eng,2009
7601,2983654,39,Chelsea Cain,Sweetheart,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",en-US,2008
7602,7011225,87,José Saramago,Caim,Caim,por,2009
7603,22321,43,William Gibson,All Tomorrow's Parties,"All Tomorrow's Parties (Bridge, #3)",en-US,1999
7604,7562764,33,Hannu Rajaniemi,The Quantum Thief,"The Quantum Thief (Jean le Flambeur, #1)",eng,2010
7605,9925913,24,John Sandford,Shock Wave,"Shock Wave (Virgil Flowers, #5)",eng,2011
7606,12075,202,Ludwig Wittgenstein,Logisch-Philosophische Abhandlung,Tractatus Logico-Philosophicus,en-US,1921
7607,215492,192,Agatha Christie,Lord Edgware Dies,"Lord Edgware Dies (Hercule Poirot, #9)",eng,1933
7608,107021,19,"Jeph Loeb, Jim Lee, Scott Williams",Batman (Volume 2): Hush,"Batman: Hush, Vol. 2",eng,2003
7609,5600151,38,Spencer Quinn,Dog on It,Dog on It (A Chet and Bernie Mystery #1),en-US,2008
7610,13167062,16,Mary Kay Andrews,,Spring Fever,en-US,2012
7611,28351,25,Dr. Seuss,And to Think That I Saw It on Mulberry Street,And to Think That I Saw it on Mulberry Street,en-US,1937
7612,17334495,18,Doris Kearns Goodwin,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",eng,2013
7613,15801381,20,Brandon Mull,"Chasing the Prophecy (Beyonders, #3)","Chasing the Prophecy (Beyonders, #3)",eng,2013
7617,10324808,22,"P.C. Cast, Kristin Cast",Dragon's Oath,"Dragon's Oath (House of Night Novellas, #1)",en-US,2011
7618,7823038,22,Kalayna Price,Grave Witch,"Grave Witch (Alex Craft, #1)",en-US,2010
7619,16300,151,Agatha Christie,Sleeping Murder,"Sleeping Murder (Miss Marple, #13)",eng,1976
7620,212525,10,"Edith Wharton, Mary Gordon",Ethan Frome and Other Short Fiction,Ethan Frome and Other Short Fiction,en-US,1911
7621,13419891,12,Sarah J. Maas,The Assassin and the Desert,"The Assassin and the Desert (Throne of Glass, #0.3)",eng,2012
7622,132626,11,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",On the Genealogy of Morals / Ecce Homo,On the Genealogy of Morals/Ecce Homo,en-US,1887
7623,121410,31,Steven Callahan,Adrift: Seventy-Six Days Lost at Sea,Adrift: Seventy-Six Days Lost at Sea,en-US,1986
7624,129620,51,Judith McNaught,Once and Always,"Once and Always (Sequels, #1)",eng,1987
7625,13148921,43,James Rollins,Bloodline,"Bloodline (Sigma Force, #8)",eng,2012
7627,11734251,44,Bernard Cornwell,Death of Kings,"Death of Kings (The Saxon Stories, #6)",eng,2011
7628,9151181,30,"Howard Schultz, Joanne Gordon",Onward: How Starbucks Fought for Its Life without Losing Its Soul,Onward: How Starbucks Fought for Its Life without Losing Its Soul,en-CA,2007
7629,978098,39,Laurence Rees,Auschwitz: A New History,Auschwitz,eng,2005
7630,9013,61,Slavomir Rawicz,The Long Walk: The True Story of a Trek to Freedom,The Long Walk: The True Story of a Trek to Freedom,eng,1956
7631,682153,72,Nora Roberts,Three Fates,Three Fates,eng,2002
7632,20983362,40,Alexandra Bracken,Passenger,"Passenger (Passenger, #1)",eng,2016
7633,102857,48,"J.D. Robb, Susan Ericksen","Born in Death (In Death, #23)","Born in Death (In Death, #23)",en-US,2006
7634,18666006,16,Chris Bohjalian,"Close Your Eyes, Hold Hands","Close Your Eyes, Hold Hands",eng,2014
7635,834378,169,Agatha Christie,A Pocket Full of Rye,"A Pocket Full of Rye (Miss Marple, #7)",eng,1953
7636,7011879,7,"Durjoy Datta, Maanvi Ahuja",of course i love you,Of Course I Love You...! Till I Find Someone Better...,en-GB,2008
7638,12009,28,Iain M. Banks,The Algebraist,The Algebraist,eng,2004
7639,192510,91,"José Mauro de Vasconcelos, قاسم صنعوی",Meu Pé de Laranja Lima,درخت زیبای من,per,1968
7640,22642472,26,Margaret Atwood,Stone Mattress,Stone Mattress: Nine Tales,eng,2014
7642,16000044,31,"Morgan Rhodes, Michelle Rowen",Rebel Spring,"Rebel Spring (Falling Kingdoms, #2)",eng,2013
7643,18170134,39,"James Patterson, Marshall Karp",NYPD Red 2,"NYPD Red 2 (NYPD Red, #2)",eng,2014
7644,12661,40,James A. Michener,Chesapeake,Chesapeake,en-US,1978
7645,2430,29,Steve Martini,The List,The List,eng,1997
7647,37100,48,Walter Mosley,Devil in a Blue Dress,"Devil in a Blue Dress (Easy Rawlins, #1)",eng,1990
7650,588747,177,Mary Elizabeth Braddon,Lady Audley's Secret,Lady Audley's Secret,eng,1862
7651,2528,91,"José Saramago, Margaret Jull Costa",Todos os Nomes,All the Names,en-US,1997
7652,60057,33,Adriana Trigiani,"Lucia, Lucia","Lucia, Lucia",eng,2003
7653,7514925,15,Jodi Lynn Anderson,Tiger Lily,Tiger Lily,eng,2012
7654,11430,30,"Karen Kingsbury, Gary Smalley",Return,"Return (Redemption, #3)",eng,2003
7655,114982,80,Philip Pullman,The Ruby in the Smoke,"The Ruby in the Smoke (Sally Lockhart, #1)",en-US,1985
7656,319300,35,Amanda Foreman,Georgiana: Duchess of Devonshire,Georgiana: Duchess of Devonshire,en-US,1998
7657,11983940,11,A.C. Gaughen,Scarlet,"Scarlet (Scarlet, #1)",eng,2012
7658,12551077,11,Miranda Kenneally,Stealing Parker,Stealing Parker,en-US,2012
7660,21330,15,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti","Fables, Volume 5: The Mean Seasons","Fables, Vol. 5: The Mean Seasons",eng,2005
7661,82888,207,Machado de Assis,Dom Casmurro,Dom Casmurro,por,1899
7662,57913,15,"Robert Shea, Robert Anton Wilson",The Illuminatus! Trilogy,The Illuminatus! Trilogy,eng,1975
7663,6420846,23,Alexander Gordon Smith,Lockdown,"Lockdown (Escape from Furnace, #1)",en-US,2009
7664,16696,31,"Michael Chabon, Jay Ryan",The Final Solution: A Story of Detection,The Final Solution,en-US,2004
7665,7010683,17,Nancy Thayer,,Beachcombers,en-US,2010
7666,7870457,11,"John Layman, Rob Guillory",International Flavor,"Chew, Vol. 2: International Flavor",eng,2010
7667,452244,21,Poppy Z. Brite,Lost Souls,Lost Souls,eng,1992
7669,514210,39,Alan W. Watts,The Way of Zen,The Way of Zen,eng,1957
7670,13642710,34,Ramez Naam,Nexus,"Nexus (Nexus, #1)",eng,2012
7672,18080923,8,Veronica Roth,,"The Traitor (Divergent, #0.4)",eng,2014
7673,21412360,43,Colm Tóibín,Nora Webster,Nora Webster,eng,2014
7674,11532160,16,Jamie McGuire,Requiem (Providence #2),"Requiem (Providence, #2)",eng,2011
7675,7840156,43,Steve Berry,The Emperor's Tomb,"The Emperor's Tomb (Cotton Malone, #6)",en-US,2010
7676,18079661,36,Lisa Gardner,Fear Nothing,"Fear Nothing (Detective D.D. Warren, #7)",eng,2014
7677,184644,6,"Dorie Greenspan, Alan    Richardson",Baking: From My Home to Yours,Baking: From My Home to Yours,en-US,1980
7678,7290826,30,Jane Green,,Promises to Keep,en-US,2010
7679,10813480,9,Kristen Ashley,For You,"For You (The 'Burg, #1)",eng,2011
7680,439363,14,"Aya Nakahara, Pookie Rolf",ラブ★コン 1,"Love★Com, Vol. 1",eng,2001
7681,148584,169,Agatha Christie,Elephants Can Remember,"Elephants Can Remember (Hercule Poirot, #37)",eng,1972
7682,17948485,9,Belle Aurora,,"Friend-Zoned (Friend-Zoned, #1)",eng,2013
7683,98,45,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",What to Expect the First Year,What to Expect the First Year (What to Expect),eng,1989
7684,59836,55,Danielle Steel,The Gift,The Gift,en-US,1986
7685,11699349,10,Kristin Levine,The Lions of Little Rock,The Lions of Little Rock,eng,2012
7686,169487,28,Phillip C. McGraw,Self Matters: Creating Your Life from the Inside Out,Self Matters: Creating Your Life from the Inside Out,en-US,2000
7687,8951449,12,Amanda Hocking,,"Hollowland (The Hollows, #1)",eng,2010
7688,7942008,15,Hidekaz Himaruya,ヘタリア 1 Axis Powers,"Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1)",en-US,2008
7691,11324166,23,Gail Carriger,Timeless,"Timeless (Parasol Protectorate, #5)",eng,2012
7693,23158207,39,"Eric Schmidt, Jonathan Rosenberg",How Google Works,How Google Works,en-CA,2014
7694,20559676,17,J.A. Redmerski,Killing Sarai,"Killing Sarai (In the Company of Killers, #1)",eng,2013
7695,10893138,64,Cecelia Ahern,The Time of My Life,The Time of My Life,eng,2011
7696,821000,58,"A.A. Milne, Ernest H. Shepard",Now We Are Six,"Now We Are Six (Winnie-the-Pooh, #4)",eng,1927
7697,3665811,13,L.J. Smith,The Secret Circle: The Captive Part II and The Power,"The Captive Part II / The Power (The Secret Circle, #2-3)",eng,2009
7698,16045078,15,Mary Kay Andrews,Ladies' Night,Ladies' Night,en-US,2013
7699,14759321,21,Jane Green,Family Pictures,Family Pictures,eng,2013
7700,7384801,32,Lara Adrian,"Taken by Midnight (Midnight Breed, #8)","Taken by Midnight (Midnight Breed, #8)",eng,2010
7701,1249630,114,"José Maria de Eça de Queirós, Ester de Lemos",Os Maias,Os Maias,por,1888
7702,23252517,19,Amy Harmon,The Law of Moses,"The Law of Moses (The Law of Moses, #1)",eng,2014
7703,29975458,26,Amy Gentry,Good as Gone,Good as Gone,eng,2016
7704,114188,58,Nora Roberts,Holding the Dream,Holding the Dream (Dream Trilogy #2),en-US,1996
7705,17191012,9,Tijan,,"Fallen Crest Family (Fallen Crest High, #2)",en-US,2013
7706,99297,21,Amanda Grange,Mr. Darcy's Diary,"Mr. Darcy's Diary (Jane Austen Heroes, #1)",en-GB,2005
7707,297186,38,Robert Crais,L.A. Requiem,"L.A. Requiem (Elvis Cole, #8)",fre,1999
7708,10960383,20,Joshilyn Jackson,,A Grown-Up Kind of Pretty,eng,2010
7709,15733346,13,Miranda Hart,,Is It Just Me?,eng,2012
7710,89884,29,Kent Haruf,Eventide,"Eventide (Plainsong, #2)",eng,2004
7711,5199185,17,"Tim Hamilton, Ray Bradbury",Fahrenheit 451: The Authorized Adaptation,Fahrenheit 451: The Authorized Adaptation,eng,2009
7712,2122216,11,Maki Minami,スペシャル·エー,"Special A, Vol. 1 (Special A, #1)",ind,2003
7713,6255949,25,"Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder",オール・ユー・ニード・イズ・キル,All You Need Is Kill,eng,2004
7714,24408,32,Elizabeth George Speare,The Bronze Bow,The Bronze Bow,en-US,1961
7715,23426,77,Alain de Botton,Essays in Love,On Love,eng,1993
7716,27397,28,Jonathan Harr,A Civil Action,A Civil Action,en-US,1995
7720,208146,23,Allen Say,Grandfather's Journey,Grandfather's Journey,en-US,1993
7721,38030,37,Mary Kay Andrews,Savannah Blues,"Savannah Blues (Weezie and Bebe Mysteries, #1)",en-US,2002
7722,294043,34,James Rollins,Excavation,Excavation,en-US,2000
7723,159418,450,"René Descartes, Donald A. Cress",,Discourse on Method,eng,1637
7724,144789,47,Matthew Reilly,Scarecrow,"Scarecrow (Shane Schofield, #3)",eng,2003
7725,9064899,19,Kiersten White,Endlessly,"Endlessly (Paranormalcy, #3)",eng,2012
7726,27868677,7,Ella Carey,,The House by the Lake,en-US,2016
7727,73184,26,Thich Nhat Hanh,"Living Buddha, Living Christ","Living Buddha, Living Christ",eng,1995
7728,1170158,40,Ursula K. Le Guin,The Earthsea Trilogy,The Earthsea Trilogy,eng,1975
7729,17325147,21,Jessica Park,Left Drowning,"Left Drowning (Left Drowning, #1)",eng,2013
7730,7268995,18,"Philip C. Stead, Erin E. Stead",A Sick Day for Amos McGee,A Sick Day for Amos McGee,en-US,2010
7731,18651980,23,Smith Henderson,Fourth of July Creek,Fourth of July Creek,eng,2014
7732,276877,40,Lisa Jackson,Absolute Fear,"Absolute Fear (New Orleans, #4)",en-US,2007
7733,43992,55,Greg Iles,True Evil,True Evil,eng,2006
7734,59091,80,"Erskine Caldwell, Lewis Nordan",Tobacco Road,Tobacco Road (Brown Thrasher Books),en-US,1932
7735,1747896,43,Kate Summerscale,The Suspicions of Mr. Whicher: Murder and the Undoing of a Great Victorian Detective,The Suspicions of Mr. Whicher: A Shocking Murder and the Undoing of a Great Victorian Detective,en-US,2008
7736,425377,48,Loretta Chase,Lord of Scoundrels,"Lord of Scoundrels (Scoundrels, #3)",eng,1995
7737,60177,262,L. Frank Baum,Ozma of Oz,"Ozma of Oz (Oz, #3)",eng,1907
7738,2371,28,David McCullough,The Johnstown Flood,The Johnstown Flood,eng,1968
7739,3268926,22,Glenn Beck,The Christmas Sweater,The Christmas Sweater,eng,2008
7740,16074748,45,Rachel Renée Russell,Tales From a Not-So-Happy-Heartbreaker,"Tales from a Not-So-Happy Heartbreaker (Dork Diaries, #6)",eng,2010
7741,294045,31,James Rollins,Deep Fathom,Deep Fathom,eng,2001
7742,3216451,47,Nelson DeMille,The Gate House,The Gate House,en-US,2008
7743,19501672,24,"J. Lynn, Jennifer L. Armentrout",Stay with Me,"Stay with Me (Wait for You, #3)",eng,2014
7744,15743075,54,Sylvia Day,Seven Years to Sin,Seven Years to Sin,en-US,2011
7745,13580928,14,Ally Carter,Perfect Scoundrels,"Perfect Scoundrels (Heist Society, #3)",en-GB,2013
7746,6562380,24,"Larry Bird, Earvin Johnson, Jackie MacMullan",When the Game Was Ours,When the Game Was Ours,en-US,2009
7747,66676,28,R.A. Salvatore,The Two Swords (Hunter's Blades #3),"The Two Swords (Forgotten Realms: Hunter's Blades, #3; Legend of Drizzt, #16)",en-GB,2004
7748,31304,179,Agatha Christie,Nemesis,"Nemesis (Miss Marple, #12)",eng,1971
7750,867387,39,Tony Hillerman,The Blessing Way,"The Blessing Way (Leaphorn & Chee, #1)",en-US,1970
7751,12029468,20,Jane Green,Another Piece of My Heart,Another Piece of My Heart,eng,2012
7752,1457790,100,Camilla Läckberg,Stenhuggaren,"Stenhuggaren (Patrik Hedström, #3)",swe,2005
7753,1908511,10,Mo Willems,The Pigeon Wants a Puppy!,The Pigeon Wants a Puppy!,en-US,2008
7754,22551809,21,David  Brooks,The Road to Character,The Road to Character,eng,2015
7755,23884,135,"Gabriel García Márquez, Edith Grossman",El general en su laberinto,The General in His Labyrinth,eng,1989
7756,60142,126,Mario Vargas Llosa,La ciudad y los perros,La ciudad y los perros,spa,1962
7757,18599754,22,Cammie McGovern,Amy & Matthew,Say What You Will,eng,2014
7758,21489683,52,Tess Gerritsen,Die Again,"Die Again (Rizzoli & Isles, #11)",eng,2014
7760,17800786,4,H.M. Ward,,"Damaged 2 (Damaged, #2)",eng,2013
7761,323289,64,Sandra Brown,Witness,The Witness,eng,1995
7764,22892122,10,Katy Evans,Manwhore,"Manwhore (Manwhore, #1)",eng,2015
7766,89184,32,Alastair Reynolds,Absolution Gap,Absolution Gap,en-GB,2003
7767,17490,21,Enid Blyton,"The Faraway Tree Stories (The Enchanted Wood, The Faraway Tree, The Folk of the Faraway Tree)",The Faraway Tree Stories (The Faraway Tree #1-3),eng,1991
7768,171001,17,Misty Bernall,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,eng,1999
7769,30919,62,Evelyn Waugh,Scoop,Scoop,eng,1937
7770,85622,12,Rita Golden Gelman,Tales of a Female Nomad: Living at Large in the World,Tales of a Female Nomad: Living at Large in the World,eng,2001
7771,19631,26,Lorrie Moore,Birds of America: Stories,Birds of America,eng,1998
7772,26252659,15,Lauren Blakely,Big Rock,Big Rock,eng,2016
7773,23207027,26,Kendare Blake,Three Dark Crowns,"Three Dark Crowns (Three Dark Crowns, #1)",eng,2016
7774,6422680,34,Elizabeth Bard,"Lunch in Paris: A Love Story, with Recipes","Lunch in Paris: A Love Story, with Recipes",eng,2010
7775,159177,32,John Jakes,Love and War,"Love and War (North and South, #2)",eng,1984
7776,12846479,37,Aprilynne Pike,Destined,"Destined (Wings, #4)",en-US,2012
7777,9443405,44,"David Foster Wallace, Michael Pietsch",The Pale King,The Pale King,en-US,2011
7778,27297,348,"Confucius, D.C. Lau",論語 [Lún Yǔ],The Analects,eng,-476
7779,50039,23,"Pamela Des Barres, Dave Navarro",I'm with the Band: Confessions of a Groupie,I'm with the Band: Confessions of a Groupie,en-US,1987
7780,5148720,29,Richelle Mead,Succubus Heat,"Succubus Heat (Georgina Kincaid, #4)",en-GB,2009
7781,4714126,23,"Robert Kirkman, Charlie Adlard, Cliff Rathburn","The Walking Dead, Vol. 9: Here We Remain","The Walking Dead, Vol. 09: Here We Remain",en-GB,2009
7782,20613920,10,Mariana Zapata,Under Locke,Under Locke,eng,2014
7783,625094,219,"Giuseppe Tomasi di Lampedusa, Archibald Colquhoun",Il Gattopardo,The Leopard,eng,1958
7784,22469,34,"Paul Jenkins, Andy Kubert, Richard Isanove, Joe Quesada, Bill Jemas",Wolverine: Origin,Wolverine: Origin,eng,2001
7785,397456,41,V.C. Andrews,Dawn,"Dawn (Cutler, #1)",eng,1990
7786,285212,9,"Patricia Briggs, Eileen Wilks, Karen Chance, Sunny",On the Prowl,"On the Prowl (Alpha & Omega, #0.5)",eng,2007
7787,37303,27,John Sandford,Silent Prey,Silent Prey (Lucas Davenport #4),en-US,1992
7788,231989,30,Sara Douglass,Battleaxe (The Axis Trilogy #1),"The Wayfarer Redemption (Wayfarer Redemption, #1)",eng,1995
7790,7701043,3,حسن الجندي,الجزار,الجزار,ara,2011
7792,7825557,28,Adam Gidwitz,A Tale Dark and Grimm,"A Tale Dark & Grimm (A Tale Dark & Grimm, #1)",en-US,2010
