id,book_id,books_count,authors,original_publication_year,original_title,title,language_code
264,3876,343,Ernest Hemingway,1926.0,The Sun Also Rises,The Sun Also Rises,en-US
265,14891,127,Betty  Smith,1943.0,A Tree Grows In Brooklyn,A Tree Grows in Brooklyn,eng
266,13148,111,James Patterson,1995.0,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)",eng
267,21853621,90,Kristin Hannah,2015.0,The Nightingale,The Nightingale,eng
268,6334,159,Kazuo Ishiguro,2005.0,Never Let Me Go,Never Let Me Go,eng
269,366522,17,Cecelia Ahern,2003.0,"PS, I Love You",P.S. I Love You,en-US
270,12873,306,"Daphne du Maurier, Sally Beauman",1938.0,Rebecca,Rebecca,en-US
271,18373,163,Daniel Keyes,1966.0,Flowers for Algernon,Flowers for Algernon,en-US
272,6952,177,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989.0,Como agua para chocolate,Like Water for Chocolate,en-US
273,1103,105,Lisa See,2005.0,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,eng
274,22034,259,"Mario Puzo, Robert Thompson, Peter Bart",1969.0,The Godfather,The Godfather,eng
275,49750,116,John Green,2006.0,An Abundance of Katherines,An Abundance of Katherines,eng
276,29579,169,Isaac Asimov,1951.0,Foundation,Foundation (Foundation #1),eng
277,15783514,109,Neil Gaiman,2013.0,The Ocean at the End of the Lane,The Ocean at the End of the Lane,eng
278,30118,32,Shel Silverstein,1981.0,A Light in the Attic,A Light in the Attic,eng
279,29056083,95,"John Tiffany, Jack Thorne, J.K. Rowling",2016.0,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng
280,11614718,108,Lauren Oliver,2011.0,Delirium,"Delirium (Delirium, #1)",eng
281,32499,145,John Grisham,1992.0,The Pelican Brief,The Pelican Brief,eng
282,17061,153,Neil Gaiman,2002.0,Coraline,Coraline,eng
283,12067,114,"Terry Pratchett, Neil Gaiman",1990.0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US
284,70401,312,Jack Kerouac,1955.0,On the Road,On the Road,eng
285,16181775,122,Graeme Simsion,2013.0,The Rosie Project,"The Rosie Project (Don Tillman, #1)",eng
286,3063499,99,Nicholas Sparks,2008.0,The Lucky One,The Lucky One,en-US
287,2122,154,"Ayn Rand, Leonard Peikoff",1943.0,The Fountainhead,The Fountainhead,eng
289,76620,193,Richard Adams,1972.0,Watership Down,"Watership Down (Watership Down, #1)",eng
290,10335308,18,Mindy Kaling,2011.0,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),eng
291,3591262,74,Abraham Verghese,2009.0,Cutting for Stone,Cutting for Stone,eng
292,140225,299,"C.S. Lewis, Pauline Baynes",1951.0,The Voyage of the Dawn Treader,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",eng
293,295,2573,Robert Louis Stevenson,1882.0,Treasure Island,Treasure Island,eng
294,9520360,69,Rick Riordan,2011.0,The Son of Neptune,"The Son of Neptune (The Heroes of Olympus, #2)",eng
295,10644930,145,Stephen King,2011.0,11/22/63,11/22/63,eng
296,4948,162,Eric Carle,1969.0,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book,eng
297,135479,155,Kurt Vonnegut Jr.,1963.0,Cat's Cradle,Cat's Cradle,eng
298,2493,1248,"H.G. Wells, Greg Bear, Carlo Pagetti",1895.0,The Time Machine,The Time Machine,eng
299,7933292,69,"Todd Burpo, Lynn Vincent",2010.0,,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,eng
300,39999,178,John Boyne,2006.0,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas,eng
301,4900,1369,Joseph Conrad,1899.0,Heart of Darkness,Heart of Darkness,eng
302,7812659,117,Nicholas Sparks,2010.0,Safe Haven,Safe Haven,eng
303,52529,113,Rhonda Byrne,2006.0,The Secret,"The Secret (The Secret, #1)",eng
304,227711,52,Wally Lamb,1998.0,I Know This Much Is True,I Know This Much Is True,eng
305,10583,198,Stephen King,1983.0,Pet Sematary,Pet Sematary,eng
306,5203,61,Wally Lamb,1992.0,She's Come Undone,She's Come Undone,en-US
307,1215032,102,Patrick Rothfuss,2011.0,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng
308,33724,94,Sophie Kinsella,2003.0,Can You Keep a Secret?,Can You Keep a Secret?,en-US
309,6752378,96,Cassandra Clare,2011.0,City of Fallen Angels,"City of Fallen Angels (The Mortal Instruments, #4)",en-US
310,14748,71,Jennifer Weiner,2001.0,Good in Bed,"Good in Bed (Cannie Shapiro, #1)",en-US
311,3412,201,Colleen McCullough,1977.0,The Thorn Birds,The Thorn Birds,eng
312,2213661,129,"Neil Gaiman, Dave McKean",2008.0,The Graveyard Book,The Graveyard Book,en-US
313,13158800,113,M.L. Stedman,2012.0,The Light Between Oceans,The Light Between Oceans,eng
314,28194,134,"Cornelia Funke, Anthea Bell",2003.0,Tintenherz,"Inkheart (Inkworld, #1)",en-US
315,4894,128,"Spencer Johnson, Kenneth H. Blanchard",1998.0,Who Moved My Cheese?,Who Moved My Cheese?,eng
316,9791,95,Bill Bryson,1997.0,A Walk in the Woods,A Walk in the Woods,eng
317,13214,107,Maya Angelou,1969.0,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,en-US
318,15818107,65,Christina Baker Kline,2013.0,Orphan Train,Orphan Train,eng
319,8755776,101,Cassandra Clare,2012.0,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",eng
320,13526165,78,Maria Semple,2012.0,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",eng
322,14497,152,Neil Gaiman,1996.0,Neverwhere,Neverwhere,eng
323,9717,274,"Milan Kundera, Michael Henry Heim",1984.0,Nesnesitelná lehkost bytí,The Unbearable Lightness of Being,eng
324,16068905,80,Rainbow Rowell,2013.0,,Fangirl,eng
325,4473,138,John Irving,1989.0,A Prayer for Owen Meany,A Prayer for Owen Meany,eng
326,32234,96,Janet Fitch,1999.0,White Oleander,White Oleander,eng
327,9275658,91,Marie Lu,2011.0,Legend,"Legend (Legend, #1)",eng
328,14866,84,Jodi Picoult,2007.0,Nineteen Minutes,Nineteen Minutes,eng
329,2318271,111,"Randy Pausch, Jeffrey Zaslow",2008.0,The Last Lecture,The Last Lecture,eng
330,228665,94,Robert Jordan,1990.0,The Eye of the World,"The Eye of the World (Wheel of Time, #1)",eng
331,10916,76,Jodi Picoult,1998.0,The Pact,The Pact,en-US
332,65605,312,C.S. Lewis,1953.0,The magician's nephew,"The Magician's Nephew (Chronicles of Narnia, #6)",eng
333,2153405,107,Lisa Genova,2007.0,Still Alice,Still Alice,eng
334,13596809,81,Sylvia Day,2012.0,Reflected in You,"Reflected in You (Crossfire, #2)",eng
335,6689,182,"Roald Dahl, Quentin Blake",1961.0,James and the Giant Peach,James and the Giant Peach,eng
336,13137,107,James Patterson,2001.0,1st To Die,"1st to Die (Women's Murder Club, #1)",en-US
337,13,32,Douglas Adams,1996.0,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy,eng
338,6280118,129,David Nicholls,2009.0,One Day,One Day,eng
339,32929,98,"Margaret Wise Brown, Clement Hurd",1947.0,,Goodnight Moon,en-US
340,7747374,38,Pittacus Lore,2010.0,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)",en-US
341,1371,1726,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750.0,Ἰλιάς,The Iliad,eng
342,13497818,139,J.K. Rowling,2012.0,The Casual Vacancy,The Casual Vacancy,eng
343,24192,120,John Grisham,1996.0,The Runaway Jury,The Runaway Jury,eng
344,4138,54,David Sedaris,1997.0,Naked,Naked,en-US
345,45978,163,Christopher Paolini,2005.0,Eldest,"Eldest (The Inheritance Cycle, #2)",en-US
346,236093,1474,"L. Frank Baum, W.W. Denslow",1900.0,The Wonderful Wizard of Oz,"The Wonderful Wizard of Oz (Oz, #1)",eng
347,121749,348,C.S. Lewis,1951.0,Prince Caspian: The Return to Narnia,"Prince Caspian (Chronicles of Narnia, #2)",eng
348,16143347,77,E. Lockhart,2014.0,We Were Liars,We Were Liars,eng
349,11590,211,Stephen King,1975.0,Salem's Lot,'Salem's Lot,en-GB
350,7745,98,"Hunter S. Thompson, Ralph Steadman",1971.0,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,eng
351,10025305,99,Cassandra Clare,2011.0,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",eng
352,20910157,29,Amy Poehler,2014.0,Yes Please,Yes Please,eng
353,12996,1053,William Shakespeare,1603.0,"The Tragedy of Othello, The Moor of Venice",Othello,eng
354,6149,153,Toni Morrison,1987.0,Beloved,Beloved,eng
355,3236307,87,Kristin Cashore,2008.0,Graceling,"Graceling (Graceling Realm, #1)",en-CA
356,78411,126,"Lemony Snicket, Brett Helquist",1999.0,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng
357,355697,372,"Erich Maria Remarque, A.W. Wheen",1929.0,Im Westen nichts Neues,All Quiet on the Western Front,en-US
358,191139,40,Dr. Seuss,1990.0,"Oh, the Places You'll Go!","Oh, The Places You'll Go!",en-US
359,16115612,135,Khaled Hosseini,2012.0,And The Mountains Echoed,And the Mountains Echoed,eng
360,7082,221,"Philip K. Dick, Roger Zelazny",1968.0,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,eng
361,18254,1787,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,Oliver Twist,eng
362,11149,231,C.S. Lewis,1942.0,A Grief Observed,The Screwtape Letters,eng
363,6936382,79,Stephanie Perkins,2010.0,Anna and the French Kiss,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US
364,113946,72,Dr. Seuss,1957.0,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,eng
365,5805,72,"Alan Moore, David   Lloyd",1990.0,V for Vendetta,V for Vendetta,eng
366,2203,38,David McCullough,2001.0,John Adams,John Adams,eng
367,14995,82,Dean Koontz,2003.0,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",eng
368,119324,55,Philip Pullman,1997.0,The Subtle Knife,"The Subtle Knife (His Dark Materials, #2)",eng
369,22232,85,Jerry Spinelli,2000.0,Stargirl,"Stargirl (Stargirl, #1)",eng
370,7090447,76,Rick Riordan,2010.0,The Red Pyramid,"The Red Pyramid (Kane Chronicles, #1)",eng
371,350,130,Robert A. Heinlein,1961.0,Stranger in a Strange Land,Stranger in a Strange Land,eng
372,10176,55,David Sedaris,2004.0,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,eng
373,6319,197,"Roald Dahl, Quentin Blake",1982.0,The BFG,The BFG,eng
374,21,155,Bill Bryson,2003.0,A Short History of Nearly Everything,A Short History of Nearly Everything,en-US
375,1852,1384,Jack London,1903.0,The Call of the Wild,The Call of the Wild,eng
376,7864437,88,James Dashner,2011.0,The Death Cure,"The Death Cure (Maze Runner, #3)",eng
377,16793,207,Neil Gaiman,1999.0,Stardust,Stardust,eng
378,33917,93,Jhumpa Lahiri,2003.0,The Namesake,The Namesake,en-US
379,8667848,99,Deborah Harkness,2011.0,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",eng
380,11297,232,"Haruki Murakami, Jay Rubin",1987.0,ノルウェイの森 [Noruwei no Mori],Norwegian Wood,eng
381,5168,54,Billie Letts,1995.0,Where the Heart Is,Where the Heart Is,en-US
382,6567017,86,"John Green, David Levithan",2010.0,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",eng
383,1241,69,James Frey,2003.0,A Million Little Pieces,A Million Little Pieces,en-CA
384,2282133,93,Richelle Mead,2008.0,Frostbite,"Frostbite (Vampire Academy, #2)",eng
385,8520610,86,Susan Cain,2012.0,Quiet: The Power of Introverts in a World that Can't Stop Talking,Quiet: The Power of Introverts in a World That Can't Stop Talking,eng
386,233818,127,Scott O'Dell,1960.0,Island of the Blue Dolphins,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",en-CA
387,17250,133,"Arthur Miller, Christopher Bigsby",1953.0,The Crucible,The Crucible,eng
388,50,93,Gary Paulsen,1986.0,Hatchet,"Hatchet (Brian's Saga, #1)",en-US
389,68428,75,Brandon Sanderson,2006.0,Mistborn : The Final Empire,"The Final Empire (Mistborn, #1)",eng
390,51496,1974,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886.0,The Strange Case of Dr Jekyll and Mr Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,eng
391,7784,40,Dr. Seuss,1971.0,The Lorax,The Lorax,eng
392,389627,115,Jeff Kinney,2004.0,Greg Heffley's Journal,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",en-US
393,7896527,73,Sarah J. Maas,2012.0,Throne of Glass,"Throne of Glass (Throne of Glass, #1)",eng
394,2802316,88,Richelle Mead,2008.0,Shadow Kiss,"Shadow Kiss (Vampire Academy, #3)",en-US
395,46170,371,Ernest Hemingway,1940.0,For Whom the Bell Tolls,For Whom the Bell Tolls,eng
396,3367956,69,Jamie Ford,2009.0,Hotel on the Corner of Bitter and Sweet,Hotel on the Corner of Bitter and Sweet,eng
397,343,364,"Patrick Süskind, John E. Woods",1985.0,Das Parfum. Die Geschichte eines Mörders,Perfume: The Story of a Murderer,eng
398,1097,61,Eric Schlosser,2001.0,Fast Food Nation : The Dark Side of the All-American Meal,Fast Food Nation: The Dark Side of the All-American Meal,eng
399,3950967,131,J.K. Rowling,2007.0,The Tales of Beedle the Bard,The Tales of Beedle the Bard,en-US
400,22328,143,William Gibson,1984.0,Neuromancer,Neuromancer,eng
401,10799,425,Ernest Hemingway,1929.0,A Farewell to Arms,A Farewell to Arms,en-US
402,391729,12,Edgar Allan Poe,1843.0,The Tell-Tale Heart,The Tell-Tale Heart and Other Writings,en-GB
403,10534,1865,"Sun Tzu, Thomas Cleary",-500.0,孫子兵法 [Sūnzi bīngfǎ],The Art of War,eng
404,11367726,76,William Landay,2012.0,Defending Jacob,Defending Jacob,eng
405,4980,112,Kurt Vonnegut Jr.,1973.0,Breakfast of Champions,Breakfast of Champions,eng
406,627206,64,Betty Edwards,1979.0,Drawing on the Right Side of the Brain,The New Drawing on the Right Side of the Brain,en-US
407,5826,77,Ann Patchett,2001.0,Bel Canto,Bel Canto,eng
408,1842,118,Jared Diamond,1997.0,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",eng
410,37781,161,Chinua Achebe,1958.0,Things Fall Apart,"Things Fall Apart (The African Trilogy, #1)",en-US
411,33722,99,Sophie Kinsella,2005.0,The Undomestic Goddess,The Undomestic Goddess,eng
412,567795,147,Gary Chapman,1990.0,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,en-US
414,6948436,82,Chris Cleave,2008.0,The Other Hand,Little Bee,en-US
415,3975774,78,Alyson Noel,2009.0,Evermore,"Evermore (The Immortals, #1)",en-US
416,6327,174,"Roald Dahl, Quentin Blake",1983.0,The Witches,The Witches,en-US
417,40440,137,Diane Setterfield,2006.0,The Thirteenth Tale,The Thirteenth Tale,eng
418,6479259,71,Richelle Mead,2010.0,Spirit Bound,"Spirit Bound (Vampire Academy, #5)",eng
419,5996153,76,Richelle Mead,2009.0,Blood Promise,"Blood Promise (Vampire Academy, #4)",en-US
420,3478,133,Nicholas Sparks,1998.0,Message in a Bottle,Message in a Bottle,en-US
421,8683812,77,Paula McLain,2011.0,The Paris Wife,The Paris Wife,eng
422,862041,76,J.K. Rowling,1998.0,Complete Harry Potter Boxed Set,"Harry Potter Boxset (Harry Potter, #1-7)",eng
423,16248068,84,Kiera Cass,2013.0,The Elite,"The Elite (The Selection, #2)",eng
424,119073,428,"Umberto Eco, William Weaver, Seán Barrett",1980.0,Il nome della rosa,The Name of the Rose,en-US
425,46799,92,"Beatrice Sparks, Anonymous",1971.0,Go Ask Alice,Go Ask Alice,eng
426,310612,131,"John Kennedy Toole, Walker Percy",1980.0,A Confederacy of Dunces,A Confederacy of Dunces,eng
427,92303,728,Oscar Wilde,1895.0,The Importance of Being Earnest,The Importance of Being Earnest,eng
428,12127750,65,Rick Riordan,2012.0,The Mark of Athena,"The Mark of Athena (The Heroes of Olympus, #3)",eng
429,34497,153,Terry Pratchett,1983.0,The Colour of Magic,"The Color of Magic (Discworld, #1; Rincewind #1)",eng
430,4929,157,"Haruki Murakami, Philip Gabriel",2002.0,海辺のカフカ [Umibe no Kafuka],Kafka on the Shore,en-US
431,28877,191,Thomas Harris,1981.0,Red Dragon,"Red Dragon (Hannibal Lecter, #1)",eng
432,41804,218,Isaac Asimov,1950.0,"I, Robot","I, Robot (Robot #0.1)",eng
433,42899,73,J.R. Ward,2005.0,Dark Lover,"Dark Lover (Black Dagger Brotherhood, #1)",eng
434,7791997,73,Becca Fitzpatrick,2010.0,Crescendo,"Crescendo (Hush, Hush, #2)",en-US
435,6482837,82,Lauren Oliver,2010.0,Before I Fall,Before I Fall,eng
436,9777,168,Arundhati Roy,1997.0,The God of Small Things,The God of Small Things,eng
437,18079776,63,Sue Monk Kidd,2014.0,The Invention of Wings,The Invention of Wings,en-US
438,6469165,68,Liane Moriarty,2009.0,What Alice Forgot,What Alice Forgot,eng
439,3869,246,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987.0,A Brief History of Time: From the Big Bang to Black Holes,A Brief History of Time,eng
440,7315573,140,Ken Follett,2010.0,Fall of Giants,"Fall of Giants (The Century Trilogy, #1)",eng
441,6320534,110,Stephen King,2009.0,Under the Dome,Under the Dome,eng
442,830,80,Neal Stephenson,1992.0,Snow Crash,Snow Crash,eng
443,51738,61,Sarah Dessen,2006.0,Just Listen,Just Listen,en-US
444,99107,244,"A.A. Milne, Ernest H. Shepard",1926.0,Winnie-the-Pooh,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",eng
445,9736930,150,S.J. Watson,2011.0,Before I Go to Sleep,Before I Go to Sleep,en-CA
446,102868,1106,Arthur Conan Doyle,1887.0,A Study in Scarlet,A Study in Scarlet,eng
447,2248573,143,Christopher Paolini,2008.0,Brisingr,"Brisingr (The Inheritance Cycle, #3)",eng
448,56495,149,Rick Warren,2002.0,The Purpose Driven Life: What on Earth am I Here For?,The Purpose Driven Life: What on Earth Am I Here for?,en-US
449,676924,80,"P.C. Cast, Kristin Cast",2007.0,Betrayed: a House of Night Novel,"Betrayed (House of Night, #2)",en-US
450,47212,75,Jim Butcher,2000.0,Storm Front,"Storm Front (The Dresden Files, #1)",en-US
451,50398,122,"Jane Austen, Alfred MacAdam",1817.0,Northanger Abbey,Northanger Abbey,eng
452,16101128,102,Rick Yancey,2013.0,The 5th Wave,"The 5th Wave (The 5th Wave, #1)",eng
453,10920,97,Charles Frazier,1997.0,Cold Mountain,Cold Mountain,en-US
454,767680,41,"Laura Joffe Numeroff, Felicia Bond",1985.0,If You Give a Mouse a Cookie,If You Give a Mouse a Cookie,en-US
455,42155,43,Emily Giffin,2005.0,Something Blue,"Something Blue (Darcy & Rachel, #2)",en-US
456,12220,109,Tennessee Williams,1947.0,A Streetcar Named Desire,A Streetcar Named Desire,eng
457,10692,129,Elizabeth Kostova,2005.0,The Historian,The Historian,eng
458,20170404,63,Emily St. John Mandel,2014.0,Station Eleven,Station Eleven,eng
459,18774964,132,"Fredrik Backman, Henning Koch",2012.0,En man som heter Ove,A Man Called Ove,eng
460,18335634,79,Cassandra Clare,2013.0,Clockwork Princess,"Clockwork Princess (The Infernal Devices, #3)",eng
461,1078,210,Pearl S. Buck,1931.0,The Good Earth,"The Good Earth (House of Earth, #1)",eng
462,2784,34,John Berger,1972.0,Ways of Seeing,Ways of Seeing,eng
463,5364,141,Diana Gabaldon,1992.0,Dragonfly in Amber,"Dragonfly in Amber (Outlander, #2)",eng
464,1923820,1449,Anonymous,1611.0,,Holy Bible: King James Version,eng
466,659469,44,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989.0,The Hobbit,The Hobbit: Graphic Novel,eng
467,297673,9,Junot Díaz,2007.0,The Brief Wondrous Life of Oscar Wao,The Brief Wondrous Life of Oscar Wao,eng
468,37415,80,Zora Neale Hurston,1937.0,Their Eyes Were Watching God,Their Eyes Were Watching God,eng
469,41899,123,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001.0,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,eng
470,17851885,129,"Malala Yousafzai, Christina Lamb",2012.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,eng
471,45032,1208,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814.0,Mansfield Park,Mansfield Park,eng
472,4069,187,Viktor E. Frankl,1946.0,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Man's Search for Meaning,eng
